feature_index,feature_name,matrix_block,family,subfamily,source_column_or_encoder,transform,used_in_main_I_LightGBM_Dense_AF,note
495,tfidf_prefix_action__svd_29,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
496,tfidf_prefix_action__svd_30,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
497,tfidf_prefix_action__svd_31,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
498,tfidf_prefix_action__svd_32,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
499,tfidf_prefix_action__svd_33,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
500,tfidf_prefix_action__svd_34,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
501,tfidf_prefix_action__svd_35,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
502,tfidf_prefix_action__svd_36,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
503,tfidf_prefix_action__svd_37,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
504,tfidf_prefix_action__svd_38,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
505,tfidf_prefix_action__svd_39,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
506,tfidf_prefix_action__svd_40,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
507,tfidf_prefix_action__svd_41,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
508,tfidf_prefix_action__svd_42,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
509,tfidf_prefix_action__svd_43,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
510,tfidf_prefix_action__svd_44,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
511,tfidf_prefix_action__svd_45,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
512,tfidf_prefix_action__svd_46,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
513,tfidf_prefix_action__svd_47,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
514,tfidf_prefix_action__svd_48,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
515,tfidf_prefix_action__svd_49,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
516,tfidf_prefix_action__svd_50,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
517,tfidf_prefix_action__svd_51,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
518,tfidf_prefix_action__svd_52,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
519,tfidf_prefix_action__svd_53,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
520,tfidf_prefix_action__svd_54,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
521,tfidf_prefix_action__svd_55,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
522,tfidf_prefix_action__svd_56,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
523,tfidf_prefix_action__svd_57,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
524,tfidf_prefix_action__svd_58,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
525,tfidf_prefix_action__svd_59,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
526,tfidf_prefix_action__svd_60,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
527,tfidf_prefix_action__svd_61,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
528,tfidf_prefix_action__svd_62,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
529,tfidf_prefix_action__svd_63,tfidf_prefix_action,tfidf_svd,action_text_tfidf_svd,prefix_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
530,tfidf_prefix_feedback__svd_0,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
531,tfidf_prefix_feedback__svd_1,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
532,tfidf_prefix_feedback__svd_2,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
533,tfidf_prefix_feedback__svd_3,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
534,tfidf_prefix_feedback__svd_4,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
535,tfidf_prefix_feedback__svd_5,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
536,tfidf_prefix_feedback__svd_6,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
537,tfidf_prefix_feedback__svd_7,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
538,tfidf_prefix_feedback__svd_8,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
539,tfidf_prefix_feedback__svd_9,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
540,tfidf_prefix_feedback__svd_10,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
541,tfidf_prefix_feedback__svd_11,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
542,tfidf_prefix_feedback__svd_12,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
543,tfidf_prefix_feedback__svd_13,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
544,tfidf_prefix_feedback__svd_14,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
545,tfidf_prefix_feedback__svd_15,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
546,tfidf_prefix_feedback__svd_16,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
547,tfidf_prefix_feedback__svd_17,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
548,tfidf_prefix_feedback__svd_18,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
549,tfidf_prefix_feedback__svd_19,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
550,tfidf_prefix_feedback__svd_20,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
551,tfidf_prefix_feedback__svd_21,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
552,tfidf_prefix_feedback__svd_22,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
553,tfidf_prefix_feedback__svd_23,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
554,tfidf_prefix_feedback__svd_24,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
555,tfidf_prefix_feedback__svd_25,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
556,tfidf_prefix_feedback__svd_26,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
557,tfidf_prefix_feedback__svd_27,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
558,tfidf_prefix_feedback__svd_28,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
559,tfidf_prefix_feedback__svd_29,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
560,tfidf_prefix_feedback__svd_30,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
561,tfidf_prefix_feedback__svd_31,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
562,tfidf_prefix_feedback__svd_32,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
563,tfidf_prefix_feedback__svd_33,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
564,tfidf_prefix_feedback__svd_34,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
565,tfidf_prefix_feedback__svd_35,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
566,tfidf_prefix_feedback__svd_36,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
567,tfidf_prefix_feedback__svd_37,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
568,tfidf_prefix_feedback__svd_38,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
569,tfidf_prefix_feedback__svd_39,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
570,tfidf_prefix_feedback__svd_40,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
571,tfidf_prefix_feedback__svd_41,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
572,tfidf_prefix_feedback__svd_42,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
573,tfidf_prefix_feedback__svd_43,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
574,tfidf_prefix_feedback__svd_44,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
575,tfidf_prefix_feedback__svd_45,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
576,tfidf_prefix_feedback__svd_46,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
577,tfidf_prefix_feedback__svd_47,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
578,tfidf_prefix_feedback__svd_48,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
579,tfidf_prefix_feedback__svd_49,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
580,tfidf_prefix_feedback__svd_50,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
581,tfidf_prefix_feedback__svd_51,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
582,tfidf_prefix_feedback__svd_52,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
583,tfidf_prefix_feedback__svd_53,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
584,tfidf_prefix_feedback__svd_54,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
585,tfidf_prefix_feedback__svd_55,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
586,tfidf_prefix_feedback__svd_56,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
587,tfidf_prefix_feedback__svd_57,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
588,tfidf_prefix_feedback__svd_58,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
589,tfidf_prefix_feedback__svd_59,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
590,tfidf_prefix_feedback__svd_60,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
591,tfidf_prefix_feedback__svd_61,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
592,tfidf_prefix_feedback__svd_62,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
593,tfidf_prefix_feedback__svd_63,tfidf_prefix_feedback,tfidf_svd,feedback_text_tfidf_svd,prefix_feedback_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
594,tfidf_last_action__svd_0,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
595,tfidf_last_action__svd_1,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
596,tfidf_last_action__svd_2,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
597,tfidf_last_action__svd_3,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
598,tfidf_last_action__svd_4,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
599,tfidf_last_action__svd_5,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
600,tfidf_last_action__svd_6,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
601,tfidf_last_action__svd_7,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
602,tfidf_last_action__svd_8,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
603,tfidf_last_action__svd_9,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
604,tfidf_last_action__svd_10,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
605,tfidf_last_action__svd_11,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
606,tfidf_last_action__svd_12,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
607,tfidf_last_action__svd_13,tfidf_last_action,tfidf_svd,action_text_tfidf_svd,last_action_text,"TfidfVectorizer(ngram 1-2, min_df 5, max_features 30000, sublinear_tf) + TruncatedSVD(64 dims per block)",yes,
